"Marital_Status";"Kidhome";"Teenhome";"Income";"Year_Birth";"Response";"id";"cluster";"Marital";"UserSpecificClusterAttributes"
"1";"0";"0";160803.0;1982;"false";494;"cluster_7";"Married";"{Birth: 1982, Marital: 1, Income: 160803, Kids: 0, Teens: 0,}"
"1";"1";"0";43783.0;1978;"false";495;"cluster_15";"Married";"{Birth: 1978, Marital: 1, Income: 43783, Kids: 1, Teens: 0,}"
"1";"1";"0";30396.0;1969;"true";496;"cluster_0";"Married";"{Birth: 1969, Marital: 1, Income: 30396, Kids: 1, Teens: 0,}"
"1";"0";"1";65526.0;1964;"false";497;"cluster_1";"Married";"{Birth: 1964, Marital: 1, Income: 65526, Kids: 0, Teens: 1,}"
"1";"0";"1";65526.0;1964;"false";498;"cluster_1";"Married";"{Birth: 1964, Marital: 1, Income: 65526, Kids: 0, Teens: 1,}"
"1";"0";"0";55956.0;1944;"false";499;"cluster_10";"Married";"{Birth: 1944, Marital: 1, Income: 55956, Kids: 0, Teens: 0,}"
"4";"0";"1";55563.0;1978;"false";500;"cluster_18";"Single";"{Birth: 1978, Marital: 4, Income: 55563, Kids: 0, Teens: 1,}"
"1";"1";"1";57236.0;1965;"false";501;"cluster_10";"Married";"{Birth: 1965, Marital: 1, Income: 57236, Kids: 1, Teens: 1,}"
"4";"1";"1";89694.0;1973;"false";502;"cluster_9";"Single";"{Birth: 1973, Marital: 4, Income: 89694, Kids: 1, Teens: 1,}"
"2";"0";"1";57420.0;1971;"false";503;"cluster_10";"Together";"{Birth: 1971, Marital: 2, Income: 57420, Kids: 0, Teens: 1,}"
"1";"1";"1";33622.0;1972;"false";504;"cluster_20";"Married";"{Birth: 1972, Marital: 1, Income: 33622, Kids: 1, Teens: 1,}"
"5";"1";"0";29999.0;1986;"false";505;"cluster_0";"Alone";"{Birth: 1986, Marital: 5, Income: 29999, Kids: 1, Teens: 0,}"
"2";"0";"1";31497.0;1962;"false";506;"cluster_0";"Together";"{Birth: 1962, Marital: 2, Income: 31497, Kids: 0, Teens: 1,}"
"2";"0";"1";31497.0;1962;"false";507;"cluster_0";"Together";"{Birth: 1962, Marital: 2, Income: 31497, Kids: 0, Teens: 1,}"
"5";"1";"0";36802.0;1980;"false";508;"cluster_23";"Alone";"{Birth: 1980, Marital: 5, Income: 36802, Kids: 1, Teens: 0,}"
"4";"0";"1";61671.0;1968;"false";509;"cluster_11";"Single";"{Birth: 1968, Marital: 4, Income: 61671, Kids: 0, Teens: 1,}"
"5";"0";"1";60182.0;1893;"false";510;"cluster_11";"Alone";"{Birth: 1893, Marital: 5, Income: 60182, Kids: 0, Teens: 1,}"
"2";"1";"0";29732.0;1971;"false";511;"cluster_0";"Together";"{Birth: 1971, Marital: 2, Income: 29732, Kids: 1, Teens: 0,}"
"1";"0";"0";45921.0;1986;"false";512;"cluster_14";"Married";"{Birth: 1986, Marital: 1, Income: 45921, Kids: 0, Teens: 0,}"
"2";"1";"0";16529.0;1984;"false";513;"cluster_17";"Together";"{Birth: 1984, Marital: 2, Income: 16529, Kids: 1, Teens: 0,}"
"5";"0";"0";98777.0;1960;"false";514;"cluster_16";"Alone";"{Birth: 1960, Marital: 5, Income: 98777, Kids: 0, Teens: 0,}"
"5";"0";"0";98777.0;1960;"false";515;"cluster_16";"Alone";"{Birth: 1960, Marital: 5, Income: 98777, Kids: 0, Teens: 0,}"
"1";"0";"1";77027.0;1952;"false";516;"cluster_8";"Married";"{Birth: 1952, Marital: 1, Income: 77027, Kids: 0, Teens: 1,}"
"1";"0";"1";69139.0;1965;"false";517;"cluster_19";"Married";"{Birth: 1965, Marital: 1, Income: 69139, Kids: 0, Teens: 1,}"
"1";"0";"1";69139.0;1965;"false";518;"cluster_19";"Married";"{Birth: 1965, Marital: 1, Income: 69139, Kids: 0, Teens: 1,}"
"1";"0";"0";65169.0;1982;"true";519;"cluster_1";"Married";"{Birth: 1982, Marital: 1, Income: 65169, Kids: 0, Teens: 0,}"
"3";"0";"1";40049.0;1952;"false";520;"cluster_13";"Divorced";"{Birth: 1952, Marital: 3, Income: 40049, Kids: 0, Teens: 1,}"
"1";"0";"0";69755.0;1945;"false";521;"cluster_19";"Married";"{Birth: 1945, Marital: 1, Income: 69755, Kids: 0, Teens: 0,}"
"1";"0";"1";54456.0;1961;"false";522;"cluster_18";"Married";"{Birth: 1961, Marital: 1, Income: 54456, Kids: 0, Teens: 1,}"
"2";"1";"0";666666.0;1977;"false";523;"cluster_3";"Together";"{Birth: 1977, Marital: 2, Income: 666666, Kids: 1, Teens: 0,}"
"5";"0";"1";60689.0;1951;"false";524;"cluster_11";"Alone";"{Birth: 1951, Marital: 5, Income: 60689, Kids: 0, Teens: 1,}"
"5";"1";"0";26487.0;1978;"false";525;"cluster_5";"Alone";"{Birth: 1978, Marital: 5, Income: 26487, Kids: 1, Teens: 0,}"
"1";"1";"0";28164.0;1970;"false";526;"cluster_5";"Married";"{Birth: 1970, Marital: 1, Income: 28164, Kids: 1, Teens: 0,}"
"5";"0";"0";22585.0;1970;"true";527;"cluster_22";"Alone";"{Birth: 1970, Marital: 5, Income: 22585, Kids: 0, Teens: 0,}"
"1";"0";"1";64795.0;1971;"false";528;"cluster_1";"Married";"{Birth: 1971, Marital: 1, Income: 64795, Kids: 0, Teens: 1,}"
"5";"0";"0";42000.0;1987;"true";529;"cluster_15";"Alone";"{Birth: 1987, Marital: 5, Income: 42000, Kids: 0, Teens: 0,}"
"5";"0";"0";42000.0;1987;"true";530;"cluster_15";"Alone";"{Birth: 1987, Marital: 5, Income: 42000, Kids: 0, Teens: 0,}"
"2";"0";"1";70713.0;1966;"false";531;"cluster_21";"Together";"{Birth: 1966, Marital: 2, Income: 70713, Kids: 0, Teens: 1,}"
"5";"0";"0";82800.0;1946;"true";532;"cluster_24";"Alone";"{Birth: 1946, Marital: 5, Income: 82800, Kids: 0, Teens: 0,}"
"5";"0";"0";82800.0;1946;"true";533;"cluster_24";"Alone";"{Birth: 1946, Marital: 5, Income: 82800, Kids: 0, Teens: 0,}"
"1";"0";"1";30801.0;1975;"false";534;"cluster_0";"Married";"{Birth: 1975, Marital: 1, Income: 30801, Kids: 0, Teens: 1,}"
"1";"0";"1";83891.0;1974;"false";535;"cluster_2";"Married";"{Birth: 1974, Marital: 1, Income: 83891, Kids: 0, Teens: 1,}"
"4";"1";"1";38054.0;1950;"false";536;"cluster_13";"Single";"{Birth: 1950, Marital: 4, Income: 38054, Kids: 1, Teens: 1,}"
"1";"1";"0";14045.0;1969;"false";537;"cluster_17";"Married";"{Birth: 1969, Marital: 1, Income: 14045, Kids: 1, Teens: 0,}"
"1";"1";"1";44155.0;1957;"false";538;"cluster_15";"Married";"{Birth: 1957, Marital: 1, Income: 44155, Kids: 1, Teens: 1,}"
"5";"0";"1";57642.0;1970;"false";539;"cluster_10";"Alone";"{Birth: 1970, Marital: 5, Income: 57642, Kids: 0, Teens: 1,}"
"1";"1";"1";31353.0;1977;"false";540;"cluster_0";"Married";"{Birth: 1977, Marital: 1, Income: 31353, Kids: 1, Teens: 1,}"
"1";"1";"1";31353.0;1977;"true";541;"cluster_0";"Married";"{Birth: 1977, Marital: 1, Income: 31353, Kids: 1, Teens: 1,}"
"4";"1";"0";41335.0;1968;"false";542;"cluster_15";"Single";"{Birth: 1968, Marital: 4, Income: 41335, Kids: 1, Teens: 0,}"
"4";"1";"0";41335.0;1968;"false";543;"cluster_15";"Single";"{Birth: 1968, Marital: 4, Income: 41335, Kids: 1, Teens: 0,}"
"5";"2";"1";40737.0;1957;"false";544;"cluster_13";"Alone";"{Birth: 1957, Marital: 5, Income: 40737, Kids: 2, Teens: 1,}"
"2";"1";"0";19789.0;1975;"false";545;"cluster_12";"Together";"{Birth: 1975, Marital: 2, Income: 19789, Kids: 1, Teens: 0,}"
"4";"1";"1";35946.0;1949;"false";546;"cluster_23";"Single";"{Birth: 1949, Marital: 4, Income: 35946, Kids: 1, Teens: 1,}"
"1";"0";"0";36262.0;1983;"true";547;"cluster_23";"Married";"{Birth: 1983, Marital: 1, Income: 36262, Kids: 0, Teens: 0,}"
"3";"0";"1";44551.0;1954;"false";548;"cluster_14";"Divorced";"{Birth: 1954, Marital: 3, Income: 44551, Kids: 0, Teens: 1,}"
"2";"0";"0";71367.0;1959;"false";549;"cluster_21";"Together";"{Birth: 1959, Marital: 2, Income: 71367, Kids: 0, Teens: 0,}"
"2";"0";"0";71367.0;1959;"false";550;"cluster_21";"Together";"{Birth: 1959, Marital: 2, Income: 71367, Kids: 0, Teens: 0,}"
"2";"0";"1";57957.0;1959;"false";551;"cluster_10";"Together";"{Birth: 1959, Marital: 2, Income: 57957, Kids: 0, Teens: 1,}"
"2";"0";"1";50334.0;1972;"false";552;"cluster_6";"Together";"{Birth: 1972, Marital: 2, Income: 50334, Kids: 0, Teens: 1,}"
"1";"0";"1";48150.0;1949;"false";553;"cluster_6";"Married";"{Birth: 1949, Marital: 1, Income: 48150, Kids: 0, Teens: 1,}"
"1";"0";"1";56796.0;1969;"false";554;"cluster_10";"Married";"{Birth: 1969, Marital: 1, Income: 56796, Kids: 0, Teens: 1,}"
"1";"0";"1";56796.0;1969;"false";555;"cluster_10";"Married";"{Birth: 1969, Marital: 1, Income: 56796, Kids: 0, Teens: 1,}"
"3";"0";"1";52278.0;1963;"true";556;"cluster_18";"Divorced";"{Birth: 1963, Marital: 3, Income: 52278, Kids: 0, Teens: 1,}"
"3";"0";"1";52278.0;1963;"false";557;"cluster_18";"Divorced";"{Birth: 1963, Marital: 3, Income: 52278, Kids: 0, Teens: 1,}"
"1";"0";"0";7500.0;1996;"true";558;"cluster_4";"Married";"{Birth: 1996, Marital: 1, Income: 7500, Kids: 0, Teens: 0,}"
"1";"1";"1";33444.0;1952;"false";559;"cluster_20";"Married";"{Birth: 1952, Marital: 1, Income: 33444, Kids: 1, Teens: 1,}"
"1";"1";"0";20895.0;1973;"false";560;"cluster_12";"Married";"{Birth: 1973, Marital: 1, Income: 20895, Kids: 1, Teens: 0,}"
"2";"1";"0";37509.0;1976;"false";561;"cluster_23";"Together";"{Birth: 1976, Marital: 2, Income: 37509, Kids: 1, Teens: 0,}"
"1";"1";"0";88097.0;1978;"true";562;"cluster_2";"Married";"{Birth: 1978, Marital: 1, Income: 88097, Kids: 1, Teens: 0,}"
"1";"1";"1";59041.0;1973;"false";563;"cluster_10";"Married";"{Birth: 1973, Marital: 1, Income: 59041, Kids: 1, Teens: 1,}"
"5";"0";"0";43322.0;1974;"false";564;"cluster_15";"Alone";"{Birth: 1974, Marital: 5, Income: 43322, Kids: 0, Teens: 0,}"
"2";"1";"1";46015.0;1955;"false";565;"cluster_14";"Together";"{Birth: 1955, Marital: 2, Income: 46015, Kids: 1, Teens: 1,}"
"2";"1";"1";46015.0;1955;"false";566;"cluster_14";"Together";"{Birth: 1955, Marital: 2, Income: 46015, Kids: 1, Teens: 1,}"
"1";"0";"1";34242.0;1959;"false";567;"cluster_20";"Married";"{Birth: 1959, Marital: 1, Income: 34242, Kids: 0, Teens: 1,}"
"1";"0";"1";65210.0;1955;"false";568;"cluster_1";"Married";"{Birth: 1955, Marital: 1, Income: 65210, Kids: 0, Teens: 1,}"
"3";"0";"1";50520.0;1958;"false";569;"cluster_6";"Divorced";"{Birth: 1958, Marital: 3, Income: 50520, Kids: 0, Teens: 1,}"
"1";"0";"0";90765.0;1970;"false";570;"cluster_9";"Married";"{Birth: 1970, Marital: 1, Income: 90765, Kids: 0, Teens: 0,}"
"1";"0";"0";80589.0;1944;"true";571;"cluster_24";"Married";"{Birth: 1944, Marital: 1, Income: 80589, Kids: 0, Teens: 0,}"
"1";"1";"1";49572.0;1958;"false";572;"cluster_6";"Married";"{Birth: 1958, Marital: 1, Income: 49572, Kids: 1, Teens: 1,}"
"2";"0";"0";75437.0;1978;"false";573;"cluster_8";"Together";"{Birth: 1978, Marital: 2, Income: 75437, Kids: 0, Teens: 0,}"
"4";"1";"1";44635.0;1971;"false";574;"cluster_14";"Single";"{Birth: 1971, Marital: 4, Income: 44635, Kids: 1, Teens: 1,}"
"1";"0";"1";58512.0;1964;"false";575;"cluster_10";"Married";"{Birth: 1964, Marital: 1, Income: 58512, Kids: 0, Teens: 1,}"
"5";"0";"1";62000.0;1952;"false";576;"cluster_11";"Alone";"{Birth: 1952, Marital: 5, Income: 62000, Kids: 0, Teens: 1,}"
"5";"1";"1";54252.0;1956;"false";577;"cluster_18";"Alone";"{Birth: 1956, Marital: 5, Income: 54252, Kids: 1, Teens: 1,}"
"2";"0";"1";45068.0;1974;"false";578;"cluster_14";"Together";"{Birth: 1974, Marital: 2, Income: 45068, Kids: 0, Teens: 1,}"
"5";"0";"1";60474.0;1979;"false";579;"cluster_11";"Alone";"{Birth: 1979, Marital: 5, Income: 60474, Kids: 0, Teens: 1,}"
"5";"0";"1";60474.0;1979;"false";580;"cluster_11";"Alone";"{Birth: 1979, Marital: 5, Income: 60474, Kids: 0, Teens: 1,}"
"1";"1";"1";56337.0;1981;"true";581;"cluster_10";"Married";"{Birth: 1981, Marital: 1, Income: 56337, Kids: 1, Teens: 1,}"
"2";"1";"0";22434.0;1987;"false";582;"cluster_22";"Together";"{Birth: 1987, Marital: 2, Income: 22434, Kids: 1, Teens: 0,}"
"2";"0";"0";61416.0;1982;"false";583;"cluster_11";"Together";"{Birth: 1982, Marital: 2, Income: 61416, Kids: 0, Teens: 0,}"
"1";"0";"0";92163.0;1975;"true";584;"cluster_9";"Married";"{Birth: 1975, Marital: 1, Income: 92163, Kids: 0, Teens: 0,}"
"2";"0";"1";58656.0;1956;"false";585;"cluster_10";"Together";"{Birth: 1956, Marital: 2, Income: 58656, Kids: 0, Teens: 1,}"
"5";"1";"0";8940.0;1986;"false";586;"cluster_4";"Alone";"{Birth: 1986, Marital: 5, Income: 8940, Kids: 1, Teens: 0,}"
"1";"2";"0";26751.0;1974;"false";587;"cluster_5";"Married";"{Birth: 1974, Marital: 1, Income: 26751, Kids: 2, Teens: 0,}"
"1";"2";"0";71427.0;1978;"false";588;"cluster_21";"Married";"{Birth: 1978, Marital: 1, Income: 71427, Kids: 2, Teens: 0,}"
"2";"1";"0";26646.0;1984;"false";589;"cluster_5";"Together";"{Birth: 1984, Marital: 2, Income: 26646, Kids: 1, Teens: 0,}"
"4";"1";"0";19346.0;1974;"false";590;"cluster_12";"Single";"{Birth: 1974, Marital: 4, Income: 19346, Kids: 1, Teens: 0,}"
"5";"1";"2";56243.0;1975;"false";591;"cluster_10";"Alone";"{Birth: 1975, Marital: 5, Income: 56243, Kids: 1, Teens: 2,}"
"1";"0";"1";59892.0;1970;"false";592;"cluster_11";"Married";"{Birth: 1970, Marital: 1, Income: 59892, Kids: 0, Teens: 1,}"
"2";"0";"0";71613.0;1965;"false";593;"cluster_21";"Together";"{Birth: 1965, Marital: 2, Income: 71613, Kids: 0, Teens: 0,}"
"1";"1";"0";25252.0;1986;"false";594;"cluster_5";"Married";"{Birth: 1986, Marital: 1, Income: 25252, Kids: 1, Teens: 0,}"
"5";"1";"1";42160.0;1975;"true";595;"cluster_15";"Alone";"{Birth: 1975, Marital: 5, Income: 42160, Kids: 1, Teens: 1,}"
"5";"1";"0";15862.0;1979;"false";596;"cluster_17";"Alone";"{Birth: 1979, Marital: 5, Income: 15862, Kids: 1, Teens: 0,}"
"1";"0";"0";82584.0;1974;"true";597;"cluster_24";"Married";"{Birth: 1974, Marital: 1, Income: 82584, Kids: 0, Teens: 0,}"
"1";"1";"0";38360.0;1989;"false";598;"cluster_13";"Married";"{Birth: 1989, Marital: 1, Income: 38360, Kids: 1, Teens: 0,}"
"1";"1";"2";75283.0;1957;"false";599;"cluster_8";"Married";"{Birth: 1957, Marital: 1, Income: 75283, Kids: 1, Teens: 2,}"
"2";"1";"1";34941.0;1956;"false";600;"cluster_20";"Together";"{Birth: 1956, Marital: 2, Income: 34941, Kids: 1, Teens: 1,}"
"5";"0";"1";61823.0;1952;"false";601;"cluster_11";"Alone";"{Birth: 1952, Marital: 5, Income: 61823, Kids: 0, Teens: 1,}"
"1";"0";"0";90226.0;1956;"false";602;"cluster_9";"Married";"{Birth: 1956, Marital: 1, Income: 90226, Kids: 0, Teens: 0,}"
"1";"0";"1";44989.0;1974;"false";603;"cluster_14";"Married";"{Birth: 1974, Marital: 1, Income: 44989, Kids: 0, Teens: 1,}"
"1";"0";"1";44989.0;1974;"false";604;"cluster_14";"Married";"{Birth: 1974, Marital: 1, Income: 44989, Kids: 0, Teens: 1,}"
"1";"0";"1";43586.0;1980;"false";605;"cluster_15";"Married";"{Birth: 1980, Marital: 1, Income: 43586, Kids: 0, Teens: 1,}"
"5";"1";"0";32233.0;1974;"true";606;"cluster_0";"Alone";"{Birth: 1974, Marital: 5, Income: 32233, Kids: 1, Teens: 0,}"
"2";"0";"1";62882.0;1969;"false";607;"cluster_11";"Together";"{Birth: 1969, Marital: 2, Income: 62882, Kids: 0, Teens: 1,}"
"2";"0";"1";57288.0;1963;"false";608;"cluster_10";"Together";"{Birth: 1963, Marital: 2, Income: 57288, Kids: 0, Teens: 1,}"
"2";"1";"0";75774.0;1981;"false";609;"cluster_8";"Together";"{Birth: 1981, Marital: 2, Income: 75774, Kids: 1, Teens: 0,}"
"2";"1";"0";75774.0;1981;"false";610;"cluster_8";"Together";"{Birth: 1981, Marital: 2, Income: 75774, Kids: 1, Teens: 0,}"
"5";"0";"0";90247.0;1988;"true";611;"cluster_9";"Alone";"{Birth: 1988, Marital: 5, Income: 90247, Kids: 0, Teens: 0,}"
"5";"0";"0";32218.0;1960;"true";612;"cluster_0";"Alone";"{Birth: 1960, Marital: 5, Income: 32218, Kids: 0, Teens: 0,}"
"1";"0";"0";84219.0;1988;"false";613;"cluster_2";"Married";"{Birth: 1988, Marital: 1, Income: 84219, Kids: 0, Teens: 0,}"
"1";"0";"0";84219.0;1988;"false";614;"cluster_2";"Married";"{Birth: 1988, Marital: 1, Income: 84219, Kids: 0, Teens: 0,}"
"4";"0";"1";48877.0;1966;"false";615;"cluster_6";"Single";"{Birth: 1966, Marital: 4, Income: 48877, Kids: 0, Teens: 1,}"
"2";"0";"1";60905.0;1950;"false";616;"cluster_11";"Together";"{Birth: 1950, Marital: 2, Income: 60905, Kids: 0, Teens: 1,}"
"1";"0";"1";75236.0;1964;"false";617;"cluster_8";"Married";"{Birth: 1964, Marital: 1, Income: 75236, Kids: 0, Teens: 1,}"
"4";"0";"0";62551.0;1953;"false";618;"cluster_11";"Single";"{Birth: 1953, Marital: 4, Income: 62551, Kids: 0, Teens: 0,}"
"2";"0";"0";70123.0;1983;"false";619;"cluster_19";"Together";"{Birth: 1983, Marital: 2, Income: 70123, Kids: 0, Teens: 0,}"
"5";"1";"1";50785.0;1962;"false";620;"cluster_6";"Alone";"{Birth: 1962, Marital: 5, Income: 50785, Kids: 1, Teens: 1,}"
"1";"0";"0";15315.0;1970;"false";621;"cluster_17";"Married";"{Birth: 1970, Marital: 1, Income: 15315, Kids: 0, Teens: 0,}"
"1";"0";"0";15315.0;1970;"false";622;"cluster_17";"Married";"{Birth: 1970, Marital: 1, Income: 15315, Kids: 0, Teens: 0,}"
"2";"0";"1";64413.0;1970;"false";623;"cluster_1";"Together";"{Birth: 1970, Marital: 2, Income: 64413, Kids: 0, Teens: 1,}"
"1";"0";"0";87171.0;1981;"false";624;"cluster_2";"Married";"{Birth: 1981, Marital: 1, Income: 87171, Kids: 0, Teens: 0,}"
"5";"0";"1";30081.0;1961;"false";625;"cluster_0";"Alone";"{Birth: 1961, Marital: 5, Income: 30081, Kids: 0, Teens: 1,}"
"5";"0";"0";20180.0;1976;"false";626;"cluster_12";"Alone";"{Birth: 1976, Marital: 5, Income: 20180, Kids: 0, Teens: 0,}"
"5";"0";"0";20180.0;1976;"false";627;"cluster_12";"Alone";"{Birth: 1976, Marital: 5, Income: 20180, Kids: 0, Teens: 0,}"
"4";"0";"1";55686.0;1966;"false";628;"cluster_18";"Single";"{Birth: 1966, Marital: 4, Income: 55686, Kids: 0, Teens: 1,}"
"1";"0";"1";26887.0;1959;"false";629;"cluster_5";"Married";"{Birth: 1959, Marital: 1, Income: 26887, Kids: 0, Teens: 1,}"
"1";"0";"1";61996.0;1977;"true";630;"cluster_11";"Married";"{Birth: 1977, Marital: 1, Income: 61996, Kids: 0, Teens: 1,}"
"4";"0";"1";51537.0;1952;"false";631;"cluster_6";"Single";"{Birth: 1952, Marital: 4, Income: 51537, Kids: 0, Teens: 1,}"
"2";"0";"0";72025.0;1962;"false";632;"cluster_21";"Together";"{Birth: 1962, Marital: 2, Income: 72025, Kids: 0, Teens: 0,}"
"2";"1";"0";30538.0;1971;"false";633;"cluster_0";"Together";"{Birth: 1971, Marital: 2, Income: 30538, Kids: 1, Teens: 0,}"
"5";"0";"0";61618.0;1991;"false";634;"cluster_11";"Alone";"{Birth: 1991, Marital: 5, Income: 61618, Kids: 0, Teens: 0,}"
"1";"0";"0";77343.0;1965;"false";635;"cluster_8";"Married";"{Birth: 1965, Marital: 1, Income: 77343, Kids: 0, Teens: 0,}"
"1";"1";"0";75433.0;1989;"false";636;"cluster_8";"Married";"{Birth: 1989, Marital: 1, Income: 75433, Kids: 1, Teens: 0,}"
"3";"0";"0";82571.0;1962;"false";637;"cluster_24";"Divorced";"{Birth: 1962, Marital: 3, Income: 82571, Kids: 0, Teens: 0,}"
"2";"0";"1";60033.0;1954;"false";638;"cluster_11";"Together";"{Birth: 1954, Marital: 2, Income: 60033, Kids: 0, Teens: 1,}"
"5";"1";"0";39062.0;1983;"false";639;"cluster_13";"Alone";"{Birth: 1983, Marital: 5, Income: 39062, Kids: 1, Teens: 0,}"
"1";"1";"0";30023.0;1972;"false";640;"cluster_0";"Married";"{Birth: 1972, Marital: 1, Income: 30023, Kids: 1, Teens: 0,}"
"5";"1";"0";30015.0;1970;"false";641;"cluster_0";"Alone";"{Birth: 1970, Marital: 5, Income: 30015, Kids: 1, Teens: 0,}"
"1";"1";"0";33228.0;1980;"false";642;"cluster_20";"Married";"{Birth: 1980, Marital: 1, Income: 33228, Kids: 1, Teens: 0,}"
"1";"2";"1";22574.0;1967;"false";643;"cluster_22";"Married";"{Birth: 1967, Marital: 1, Income: 22574, Kids: 2, Teens: 1,}"
"1";"2";"1";22574.0;1967;"false";644;"cluster_22";"Married";"{Birth: 1967, Marital: 1, Income: 22574, Kids: 2, Teens: 1,}"
"1";"0";"1";55267.0;1957;"false";645;"cluster_18";"Married";"{Birth: 1957, Marital: 1, Income: 55267, Kids: 0, Teens: 1,}"
"2";"0";"1";66886.0;1958;"false";646;"cluster_1";"Together";"{Birth: 1958, Marital: 2, Income: 66886, Kids: 0, Teens: 1,}"
"5";"0";"1";72258.0;1971;"false";647;"cluster_21";"Alone";"{Birth: 1971, Marital: 5, Income: 72258, Kids: 0, Teens: 1,}"
"5";"0";"0";82733.0;1984;"true";648;"cluster_24";"Alone";"{Birth: 1984, Marital: 5, Income: 82733, Kids: 0, Teens: 0,}"
"4";"1";"1";45146.0;1963;"false";649;"cluster_14";"Single";"{Birth: 1963, Marital: 4, Income: 45146, Kids: 1, Teens: 1,}"
"5";"1";"0";51250.0;1990;"false";650;"cluster_6";"Alone";"{Birth: 1990, Marital: 5, Income: 51250, Kids: 1, Teens: 0,}"
"1";"1";"1";32871.0;1951;"false";651;"cluster_20";"Married";"{Birth: 1951, Marital: 1, Income: 32871, Kids: 1, Teens: 1,}"
"2";"0";"0";63855.0;1978;"false";652;"cluster_1";"Together";"{Birth: 1978, Marital: 2, Income: 63855, Kids: 0, Teens: 0,}"
"4";"0";"1";42564.0;1968;"true";653;"cluster_15";"Single";"{Birth: 1968, Marital: 4, Income: 42564, Kids: 0, Teens: 1,}"
"2";"0";"1";46344.0;1972;"false";654;"cluster_14";"Together";"{Birth: 1972, Marital: 2, Income: 46344, Kids: 0, Teens: 1,}"
"1";"0";"2";50437.0;1963;"false";655;"cluster_6";"Married";"{Birth: 1963, Marital: 1, Income: 50437, Kids: 0, Teens: 2,}"
"2";"0";"1";70971.0;1960;"true";656;"cluster_21";"Together";"{Birth: 1960, Marital: 2, Income: 70971, Kids: 0, Teens: 1,}"
"5";"2";"0";37774.0;1977;"true";657;"cluster_23";"Alone";"{Birth: 1977, Marital: 5, Income: 37774, Kids: 2, Teens: 0,}"
"1";"1";"1";4023.0;1963;"false";658;"cluster_4";"Married";"{Birth: 1963, Marital: 1, Income: 4023, Kids: 1, Teens: 1,}"
"5";"0";"0";33279.0;1966;"false";659;"cluster_20";"Alone";"{Birth: 1966, Marital: 5, Income: 33279, Kids: 0, Teens: 0,}"
"1";"1";"0";42693.0;1978;"false";660;"cluster_15";"Married";"{Birth: 1978, Marital: 1, Income: 42693, Kids: 1, Teens: 0,}"
"2";"0";"1";70545.0;1952;"false";661;"cluster_21";"Together";"{Birth: 1952, Marital: 2, Income: 70545, Kids: 0, Teens: 1,}"
"3";"0";"1";65486.0;1957;"false";662;"cluster_1";"Divorced";"{Birth: 1957, Marital: 3, Income: 65486, Kids: 0, Teens: 1,}"
"2";"0";"0";77882.0;1981;"false";663;"cluster_8";"Together";"{Birth: 1981, Marital: 2, Income: 77882, Kids: 0, Teens: 0,}"
"2";"0";"0";78468.0;1960;"false";664;"cluster_24";"Together";"{Birth: 1960, Marital: 2, Income: 78468, Kids: 0, Teens: 0,}"
"2";"0";"1";77226.0;1963;"false";665;"cluster_8";"Together";"{Birth: 1963, Marital: 2, Income: 77226, Kids: 0, Teens: 1,}"
"5";"0";"0";90638.0;1991;"false";666;"cluster_9";"Alone";"{Birth: 1991, Marital: 5, Income: 90638, Kids: 0, Teens: 0,}"
"5";"0";"0";90638.0;1991;"true";667;"cluster_9";"Alone";"{Birth: 1991, Marital: 5, Income: 90638, Kids: 0, Teens: 0,}"
"2";"0";"0";70666.0;1948;"false";668;"cluster_21";"Together";"{Birth: 1948, Marital: 2, Income: 70666, Kids: 0, Teens: 0,}"
"4";"0";"1";59052.0;1959;"false";669;"cluster_10";"Single";"{Birth: 1959, Marital: 4, Income: 59052, Kids: 0, Teens: 1,}"
"2";"0";"0";13084.0;1952;"false";670;"cluster_17";"Together";"{Birth: 1952, Marital: 2, Income: 13084, Kids: 0, Teens: 0,}"
"4";"0";"1";49160.0;1949;"false";671;"cluster_6";"Single";"{Birth: 1949, Marital: 4, Income: 49160, Kids: 0, Teens: 1,}"
"4";"0";"0";23272.0;1953;"false";672;"cluster_22";"Single";"{Birth: 1953, Marital: 4, Income: 23272, Kids: 0, Teens: 0,}"
"4";"0";"1";49476.0;1963;"false";673;"cluster_6";"Single";"{Birth: 1963, Marital: 4, Income: 49476, Kids: 0, Teens: 1,}"
"1";"1";"1";62694.0;1965;"false";674;"cluster_11";"Married";"{Birth: 1965, Marital: 1, Income: 62694, Kids: 1, Teens: 1,}"
"2";"0";"1";57906.0;1973;"false";675;"cluster_10";"Together";"{Birth: 1973, Marital: 2, Income: 57906, Kids: 0, Teens: 1,}"
"2";"0";"0";71853.0;1982;"false";676;"cluster_21";"Together";"{Birth: 1982, Marital: 2, Income: 71853, Kids: 0, Teens: 0,}"
"2";"0";"0";71853.0;1982;"false";677;"cluster_21";"Together";"{Birth: 1982, Marital: 2, Income: 71853, Kids: 0, Teens: 0,}"
"1";"0";"1";65031.0;1959;"false";678;"cluster_1";"Married";"{Birth: 1959, Marital: 1, Income: 65031, Kids: 0, Teens: 1,}"
"2";"0";"0";30507.0;1960;"false";679;"cluster_0";"Together";"{Birth: 1960, Marital: 2, Income: 30507, Kids: 0, Teens: 0,}"
"2";"0";"1";67419.0;1970;"false";680;"cluster_19";"Together";"{Birth: 1970, Marital: 2, Income: 67419, Kids: 0, Teens: 1,}"
