"Response","id","cluster","AcceptedCmp5","UserSpecificClusterAttributes","PurchasesSpecificClusteringData","ChannelSpecificClusteringData","CampaignSpecificClusteringData"
"false",609,"cluster_9","false","{Age: adv_age, Ed: Graduation, Marital: Divorced, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q4, Country: IND, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: high, Sweets: low, Gold: low, Recency: 27, NumDeals: 1}","{Web: 6, Catalog: 7, Store: 4, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: false, Response: false}"
"false",610,"cluster_9","false","{Age: mature, Ed: PhD, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q3, Country: IND, Complain: false}","{Wine: top, Fruit: bottom, Meat: middle, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 27, NumDeals: 1}","{Web: 5, Catalog: 7, Store: 4, WebVisits: 3}","{Cmp1: false, Cmp2: true, Cmp3: false, Cmp4: true, Cmp5: false, Response: false}"
"false",611,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: middle, Kids: 1, Teens: 1, Enrollm.: Q3, Country: CA, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: low, Recency: 27, NumDeals: 2}","{Web: 2, Catalog: 1, Store: 3, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",612,"cluster_0","false","{Age: adult, Ed: 2n Cycle, Marital: Married, Inc.: bottom, Kids: 0, Teens: 0, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 27, NumDeals: 2}","{Web: 2, Catalog: 0, Store: 4, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",613,"cluster_0","false","{Age: adult, Ed: 2n Cycle, Marital: Married, Inc.: bottom, Kids: 0, Teens: 0, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 27, NumDeals: 2}","{Web: 2, Catalog: 0, Store: 4, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",614,"cluster_0","false","{Age: adult, Ed: PhD, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 27, NumDeals: 1}","{Web: 5, Catalog: 1, Store: 5, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",615,"cluster_9","true","{Age: mature, Ed: PhD, Marital: Married, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: high, Fruit: low, Meat: low, Fish: middle, Sweets: middle, Gold: low, Recency: 27, NumDeals: 1}","{Web: 6, Catalog: 7, Store: 11, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: true, Response: false}"
"false",616,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: low, Kids: 0, Teens: 1, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 27, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",617,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: bottom, Kids: 0, Teens: 0, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: low, Meat: bottom, Fish: bottom, Sweets: low, Gold: bottom, Recency: 27, NumDeals: 1}","{Web: 2, Catalog: 1, Store: 4, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",618,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: bottom, Kids: 0, Teens: 0, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: low, Meat: bottom, Fish: bottom, Sweets: low, Gold: bottom, Recency: 27, NumDeals: 1}","{Web: 2, Catalog: 1, Store: 4, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",619,"cluster_9","false","{Age: adult, Ed: Graduation, Marital: Divorced, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: middle, Fruit: bottom, Meat: low, Fish: low, Sweets: middle, Gold: low, Recency: 27, NumDeals: 2}","{Web: 6, Catalog: 3, Store: 5, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: false, Response: false}"
"false",620,"cluster_0","false","{Age: adv_age, Ed: 2n Cycle, Marital: Married, Inc.: low, Kids: 0, Teens: 1, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 27, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",621,"cluster_9","false","{Age: adult, Ed: PhD, Marital: Married, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: high, Fruit: bottom, Meat: low, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 27, NumDeals: 3}","{Web: 6, Catalog: 4, Store: 8, WebVisits: 5}","{Cmp1: true, Cmp2: true, Cmp3: false, Cmp4: true, Cmp5: false, Response: true}"
"false",622,"cluster_9","false","{Age: adv_age, Ed: Graduation, Marital: Divorced, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q4, Country: SA, Complain: false}","{Wine: middle, Fruit: bottom, Meat: low, Fish: bottom, Sweets: bottom, Gold: middle, Recency: 27, NumDeals: 3}","{Web: 2, Catalog: 2, Store: 11, WebVisits: 8}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",623,"cluster_9","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: high, Fruit: low, Meat: middle, Fish: high, Sweets: high, Gold: top, Recency: 27, NumDeals: 1}","{Web: 4, Catalog: 3, Store: 8, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",624,"cluster_0","false","{Age: adult, Ed: Master, Marital: Together, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: low, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 27, NumDeals: 4}","{Web: 9, Catalog: 0, Store: 4, WebVisits: 10}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",625,"cluster_9","false","{Age: young_mat, Ed: 2n Cycle, Marital: Single, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q3, Country: IND, Complain: false}","{Wine: middle, Fruit: middle, Meat: middle, Fish: bottom, Sweets: middle, Gold: top, Recency: 27, NumDeals: 2}","{Web: 3, Catalog: 6, Store: 8, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",626,"cluster_9","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q2, Country: CA, Complain: false}","{Wine: low, Fruit: top, Meat: middle, Fish: middle, Sweets: middle, Gold: low, Recency: 28, NumDeals: 1}","{Web: 3, Catalog: 4, Store: 9, WebVisits: 1}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",627,"cluster_9","false","{Age: mature, Ed: Graduation, Marital: Married, Inc.: top, Kids: 1, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: middle, Fruit: bottom, Meat: low, Fish: bottom, Sweets: low, Gold: middle, Recency: 28, NumDeals: 2}","{Web: 2, Catalog: 5, Store: 10, WebVisits: 6}","{Cmp1: true, Cmp2: false, Cmp3: false, Cmp4: true, Cmp5: false, Response: false}"
"false",628,"cluster_9","true","{Age: adult, Ed: PhD, Marital: Widow, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: high, Fruit: low, Meat: middle, Fish: middle, Sweets: middle, Gold: middle, Recency: 28, NumDeals: 0}","{Web: 6, Catalog: 5, Store: 13, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: true, Response: false}"
"false",629,"cluster_0","false","{Age: adv_age, Ed: Master, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: low, Recency: 28, NumDeals: 2}","{Web: 2, Catalog: 1, Store: 5, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",630,"cluster_0","false","{Age: mature, Ed: Graduation, Marital: Single, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 28, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: false, Response: false}"
"false",631,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 28, NumDeals: 1}","{Web: 2, Catalog: 0, Store: 3, WebVisits: 8}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",632,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 28, NumDeals: 2}","{Web: 1, Catalog: 0, Store: 4, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",633,"cluster_0","false","{Age: mature, Ed: Graduation, Marital: Married, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 28, NumDeals: 1}","{Web: 2, Catalog: 0, Store: 3, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",634,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: bottom, Kids: 2, Teens: 1, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 28, NumDeals: 2}","{Web: 2, Catalog: 0, Store: 3, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",635,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: bottom, Kids: 2, Teens: 1, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 28, NumDeals: 2}","{Web: 2, Catalog: 0, Store: 3, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",636,"cluster_9","false","{Age: adv_age, Ed: Graduation, Marital: Married, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q4, Country: CA, Complain: false}","{Wine: bottom, Fruit: low, Meat: low, Fish: low, Sweets: bottom, Gold: low, Recency: 28, NumDeals: 4}","{Web: 3, Catalog: 4, Store: 6, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",637,"cluster_9","false","{Age: adv_age, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: low, Fruit: bottom, Meat: bottom, Fish: low, Sweets: low, Gold: high, Recency: 28, NumDeals: 2}","{Web: 7, Catalog: 1, Store: 7, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",638,"cluster_9","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: CA, Complain: false}","{Wine: middle, Fruit: bottom, Meat: middle, Fish: top, Sweets: high, Gold: high, Recency: 28, NumDeals: 2}","{Web: 6, Catalog: 9, Store: 5, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",639,"cluster_9","false","{Age: mature, Ed: PhD, Marital: Single, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: middle, Fruit: low, Meat: middle, Fish: middle, Sweets: middle, Gold: low, Recency: 28, NumDeals: 1}","{Web: 8, Catalog: 4, Store: 7, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: true}"
"false",640,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Divorced, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q3, Country: IND, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 28, NumDeals: 2}","{Web: 1, Catalog: 1, Store: 2, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",641,"cluster_9","false","{Age: young_mat, Ed: 2n Cycle, Marital: Single, Inc.: middle, Kids: 1, Teens: 0, Enrollm.: Q1, Country: SA, Complain: false}","{Wine: low, Fruit: low, Meat: low, Fish: low, Sweets: low, Gold: low, Recency: 28, NumDeals: 5}","{Web: 10, Catalog: 5, Store: 4, WebVisits: 9}","{Cmp1: false, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: false, Response: false}"
"false",642,"cluster_0","false","{Age: adv_age, Ed: Graduation, Marital: Married, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q1, Country: US, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 28, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",643,"cluster_9","false","{Age: adult, Ed: 2n Cycle, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q1, Country: GER, Complain: false}","{Wine: low, Fruit: low, Meat: middle, Fish: middle, Sweets: high, Gold: middle, Recency: 28, NumDeals: 1}","{Web: 7, Catalog: 3, Store: 13, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",644,"cluster_9","false","{Age: adult, Ed: PhD, Marital: Divorced, Inc.: low, Kids: 0, Teens: 1, Enrollm.: Q1, Country: CA, Complain: false}","{Wine: low, Fruit: low, Meat: low, Fish: low, Sweets: low, Gold: high, Recency: 28, NumDeals: 6}","{Web: 6, Catalog: 8, Store: 4, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: false, Response: true}"
"false",645,"cluster_9","false","{Age: adult, Ed: 2n Cycle, Marital: Together, Inc.: low, Kids: 0, Teens: 1, Enrollm.: Q4, Country: CA, Complain: false}","{Wine: low, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: low, Gold: middle, Recency: 28, NumDeals: 4}","{Web: 7, Catalog: 1, Store: 5, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",646,"cluster_9","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: middle, Kids: 0, Teens: 2, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: low, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 28, NumDeals: 3}","{Web: 7, Catalog: 1, Store: 8, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",647,"cluster_9","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: high, Fruit: bottom, Meat: middle, Fish: middle, Sweets: high, Gold: bottom, Recency: 28, NumDeals: 7}","{Web: 11, Catalog: 11, Store: 5, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: true}"
"true",648,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: low, Kids: 2, Teens: 0, Enrollm.: Q3, Country: SP, Complain: true}","{Wine: bottom, Fruit: bottom, Meat: low, Fish: bottom, Sweets: bottom, Gold: high, Recency: 28, NumDeals: 4}","{Web: 7, Catalog: 2, Store: 3, WebVisits: 9}","{Cmp1: false, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: false, Response: true}"
"false",649,"cluster_21","false","{Age: adult, Ed: PhD, Marital: Married, Inc.: high, Kids: 1, Teens: 1, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 29, NumDeals: 15}","{Web: 0, Catalog: 0, Store: 0, WebVisits: 19}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",650,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: low, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 29, NumDeals: 1}","{Web: 0, Catalog: 0, Store: 3, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",651,"cluster_0","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 29, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",652,"cluster_9","false","{Age: adv_age, Ed: Master, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q2, Country: AUS, Complain: false}","{Wine: bottom, Fruit: low, Meat: bottom, Fish: middle, Sweets: low, Gold: bottom, Recency: 29, NumDeals: 1}","{Web: 4, Catalog: 1, Store: 7, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",653,"cluster_9","false","{Age: adv_age, Ed: Graduation, Marital: Widow, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q2, Country: AUS, Complain: false}","{Wine: low, Fruit: bottom, Meat: low, Fish: low, Sweets: middle, Gold: bottom, Recency: 29, NumDeals: 1}","{Web: 4, Catalog: 2, Store: 10, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",654,"cluster_9","false","{Age: mature, Ed: Master, Marital: Together, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SA, Complain: false}","{Wine: bottom, Fruit: high, Meat: middle, Fish: high, Sweets: low, Gold: bottom, Recency: 29, NumDeals: 1}","{Web: 3, Catalog: 3, Store: 5, WebVisits: 1}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",655,"cluster_9","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q2, Country: US, Complain: false}","{Wine: middle, Fruit: bottom, Meat: middle, Fish: high, Sweets: low, Gold: low, Recency: 29, NumDeals: 1}","{Web: 10, Catalog: 7, Store: 10, WebVisits: 4}","{Cmp1: true, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",656,"cluster_9","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: top, Kids: 0, Teens: 1, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: middle, Fruit: low, Meat: low, Fish: high, Sweets: middle, Gold: bottom, Recency: 29, NumDeals: 2}","{Web: 6, Catalog: 8, Store: 12, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",657,"cluster_9","true","{Age: young_mat, Ed: Master, Marital: Single, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: high, Fruit: high, Meat: top, Fish: middle, Sweets: high, Gold: middle, Recency: 29, NumDeals: 1}","{Web: 3, Catalog: 4, Store: 10, WebVisits: 1}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: true, Response: false}"
"true",658,"cluster_9","true","{Age: young_mat, Ed: Master, Marital: Single, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q1, Country: SA, Complain: false}","{Wine: high, Fruit: high, Meat: top, Fish: middle, Sweets: high, Gold: middle, Recency: 29, NumDeals: 1}","{Web: 3, Catalog: 4, Store: 10, WebVisits: 1}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: true, Response: true}"
"false",659,"cluster_9","false","{Age: adv_age, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q4, Country: AUS, Complain: false}","{Wine: low, Fruit: low, Meat: middle, Fish: high, Sweets: high, Gold: low, Recency: 29, NumDeals: 1}","{Web: 7, Catalog: 4, Store: 4, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",660,"cluster_9","false","{Age: adv_age, Ed: 2n Cycle, Marital: Divorced, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q4, Country: SA, Complain: false}","{Wine: low, Fruit: low, Meat: bottom, Fish: middle, Sweets: middle, Gold: low, Recency: 29, NumDeals: 3}","{Web: 7, Catalog: 1, Store: 7, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",661,"cluster_0","false","{Age: adv_age, Ed: Basic, Marital: Together, Inc.: bottom, Kids: 0, Teens: 0, Enrollm.: Q4, Country: US, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 29, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",662,"cluster_0","false","{Age: adv_age, Ed: Graduation, Marital: Divorced, Inc.: low, Kids: 0, Teens: 1, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 29, NumDeals: 2}","{Web: 3, Catalog: 1, Store: 6, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",663,"cluster_0","false","{Age: adv_age, Ed: Graduation, Marital: Divorced, Inc.: bottom, Kids: 0, Teens: 0, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 29, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",664,"cluster_9","false","{Age: adult, Ed: Master, Marital: Divorced, Inc.: low, Kids: 0, Teens: 1, Enrollm.: Q2, Country: CA, Complain: false}","{Wine: low, Fruit: bottom, Meat: bottom, Fish: middle, Sweets: middle, Gold: high, Recency: 29, NumDeals: 4}","{Web: 2, Catalog: 11, Store: 5, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",665,"cluster_9","false","{Age: adult, Ed: Master, Marital: Married, Inc.: middle, Kids: 1, Teens: 1, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: low, Fruit: bottom, Meat: low, Fish: bottom, Sweets: middle, Gold: middle, Recency: 29, NumDeals: 5}","{Web: 9, Catalog: 3, Store: 7, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",666,"cluster_9","false","{Age: adult, Ed: PhD, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q2, Country: IND, Complain: false}","{Wine: low, Fruit: bottom, Meat: low, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 29, NumDeals: 3}","{Web: 4, Catalog: 2, Store: 8, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",667,"cluster_9","false","{Age: mature, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: low, Fruit: high, Meat: middle, Fish: high, Sweets: middle, Gold: low, Recency: 29, NumDeals: 1}","{Web: 2, Catalog: 8, Store: 6, WebVisits: 1}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",668,"cluster_9","false","{Age: mature, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: low, Fruit: high, Meat: middle, Fish: high, Sweets: middle, Gold: low, Recency: 29, NumDeals: 1}","{Web: 2, Catalog: 8, Store: 6, WebVisits: 1}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",669,"cluster_9","false","{Age: adv_age, Ed: Graduation, Marital: Married, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q1, Country: GER, Complain: false}","{Wine: low, Fruit: high, Meat: low, Fish: middle, Sweets: middle, Gold: middle, Recency: 29, NumDeals: 4}","{Web: 10, Catalog: 3, Store: 13, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
